id,company_id,complaint_date,category,description,sentiment,severity,status,source
284,1,2026-05-16,payment,A payment was delayed and this caused an additional fee.,negative,low,resolved,branch
285,8,2025-09-27,loan,My installment amount appears different from the amount agreed in the contract. Customer service handled my request professionally.,positive,low,open,branch
286,6,2025-06-22,insurance,My insurance claim has been pending for a long time without a clear update.,negative,high,resolved,hotline
287,7,2026-02-02,billing,There is an incorrect charge on my account.,negative,high,open,social_media
288,6,2025-03-30,loan,I requested a copy of my loan agreement but have not received it.,negative,low,open,branch
289,14,2026-05-29,billing,The invoice contains an amount that I did not authorize.,negative,medium,resolved,website
290,9,2025-09-25,insurance,My insurance claim has been pending for a long time without a clear update. My problem was solved and I received a clear explanation.,positive,low,open,hotline
291,3,2025-07-20,insurance,The claim was rejected and I was not given a sufficient explanation.,negative,medium,open,website
292,9,2026-02-28,billing,There is an incorrect charge on my account.,negative,high,open,hotline
293,12,2026-07-04,payment,My payment was deducted but the system still shows the amount as unpaid.,negative,low,open,social_media
294,20,2026-08-02,fraud,I reported a suspicious transaction but have not received a response.,negative,high,open,branch
295,12,2025-08-02,payment,The payment process failed several times even though my account had sufficient funds.,negative,high,open,branch
296,18,2026-03-17,service,I could not get a clear answer regarding the service I requested.,negative,high,open,branch
297,13,2025-02-18,service,The branch staff gave me conflicting information about my account.,negative,medium,resolved,branch
298,14,2025-11-14,loan,My installment amount appears different from the amount agreed in the contract. I am requesting an update regarding my case.,neutral,low,resolved,hotline
299,10,2026-07-25,insurance,My insurance claim has been pending for a long time without a clear update.,negative,low,resolved,website
300,7,2026-07-11,billing,I was charged a fee that was not clearly disclosed.,negative,low,resolved,social_media
301,1,2025-08-28,service,The branch staff gave me conflicting information about my account.,negative,high,resolved,hotline
302,1,2025-11-20,payment,The company has not reflected my recent payment correctly. I am requesting an update regarding my case.,neutral,medium,open,website
303,1,2025-11-28,service,I have been waiting too long for a response from the company.,negative,medium,resolved,social_media
304,19,2025-09-23,service,I have been waiting too long for a response from the company.,negative,medium,resolved,hotline
305,14,2026-05-29,billing,There is an incorrect charge on my account.,negative,high,resolved,website
306,6,2025-12-23,payment,The payment process failed several times even though my account had sufficient funds.,negative,medium,open,branch
307,17,2026-02-24,insurance,My insurance claim has been pending for a long time without a clear update. I am requesting an update regarding my case.,neutral,low,resolved,social_media
308,3,2026-03-27,loan,The loan application has been delayed for several weeks and I have not received a clear explanation.,negative,medium,resolved,hotline
309,3,2025-04-28,payment,My payment was deducted but the system still shows the amount as unpaid.,negative,medium,resolved,branch
310,4,2025-07-12,service,I have been waiting too long for a response from the company.,negative,medium,open,social_media
311,15,2026-04-20,loan,The company contacted me repeatedly about a payment that I already made.,negative,medium,open,branch
312,11,2025-01-31,insurance,The settlement amount for my claim appears incorrect.,negative,high,resolved,hotline
313,4,2025-06-04,loan,I was charged an unexpected fee on my loan and customer service did not explain the charge.,negative,low,resolved,social_media
314,14,2026-06-26,loan,My installment amount appears different from the amount agreed in the contract.,negative,low,resolved,branch
315,10,2025-07-20,payment,I was charged after the payment had already been completed.,negative,medium,resolved,branch
316,17,2025-06-14,loan,My installment amount appears different from the amount agreed in the contract. The issue was resolved quickly and the staff were helpful.,positive,low,open,branch
317,9,2025-12-20,billing,I was billed twice for the same service.,negative,low,resolved,branch
318,13,2026-05-14,loan,The loan application has been delayed for several weeks and I have not received a clear explanation.,negative,medium,open,hotline
319,1,2025-09-30,billing,I was charged a fee that was not clearly disclosed.,negative,medium,resolved,branch
320,3,2025-06-13,payment,My payment was deducted but the system still shows the amount as unpaid. I would like clarification about this transaction.,neutral,low,resolved,website
321,19,2026-01-30,loan,My installment amount appears different from the amount agreed in the contract. I would like clarification about this transaction.,neutral,low,resolved,website
322,7,2025-05-27,loan,The loan application has been delayed for several weeks and I have not received a clear explanation.,negative,medium,open,social_media
323,16,2025-08-04,loan,I requested a copy of my loan agreement but have not received it. I would like clarification about this transaction.,neutral,low,resolved,branch
324,15,2026-08-27,billing,There is an incorrect charge on my account.,negative,medium,resolved,branch
325,19,2025-12-03,billing,A payment was recorded incorrectly on my account. I would like clarification about this transaction.,neutral,low,open,social_media
326,17,2025-10-14,insurance,I was charged a premium that does not match the information in my policy.,negative,low,open,social_media
327,16,2025-10-04,fraud,I believe my account information may have been compromised.,negative,high,resolved,hotline
328,16,2025-01-19,payment,My payment was deducted but the system still shows the amount as unpaid.,negative,low,dismissed,website
329,18,2026-07-03,billing,There is an incorrect charge on my account.,negative,low,open,branch
330,1,2026-07-01,loan,The company contacted me repeatedly about a payment that I already made. I am requesting an update regarding my case.,neutral,medium,resolved,social_media
331,2,2025-12-21,loan,The loan application has been delayed for several weeks and I have not received a clear explanation. Please provide information about the status of my request.,neutral,low,resolved,website
332,8,2025-12-24,loan,I requested a copy of my loan agreement but have not received it.,negative,medium,open,website
333,16,2026-03-26,billing,There is an incorrect charge on my account.,negative,medium,resolved,website
334,13,2025-01-27,billing,A payment was recorded incorrectly on my account. I would like clarification about this transaction.,neutral,medium,dismissed,branch
335,7,2025-11-09,service,Customer service did not resolve my issue despite several calls.,negative,low,open,website
336,17,2025-01-14,fraud,Someone appears to have used my account without authorization.,negative,high,open,hotline
337,18,2025-02-28,fraud,There are unauthorized charges on my account.,negative,medium,resolved,website
338,8,2026-08-14,insurance,The claim was rejected and I was not given a sufficient explanation.,negative,medium,open,hotline
339,17,2026-01-25,service,I have been waiting too long for a response from the company.,negative,medium,resolved,hotline
340,5,2026-03-04,payment,I was charged after the payment had already been completed. The issue was resolved quickly and the staff were helpful.,positive,low,open,hotline
341,4,2026-02-25,fraud,I reported a suspicious transaction but have not received a response.,negative,high,resolved,social_media
342,17,2025-06-24,billing,I was billed twice for the same service.,negative,high,resolved,hotline
343,11,2026-06-17,billing,There is an incorrect charge on my account.,negative,low,resolved,social_media
344,20,2026-07-07,fraud,There are unauthorized charges on my account. The issue was resolved quickly and the staff were helpful.,positive,low,dismissed,branch
345,3,2025-01-13,service,I have been waiting too long for a response from the company.,negative,medium,open,social_media
346,18,2025-04-10,billing,A payment was recorded incorrectly on my account. I am requesting an update regarding my case.,neutral,medium,resolved,social_media
347,13,2025-01-28,fraud,I believe my account information may have been compromised.,negative,medium,resolved,hotline
348,6,2025-08-23,billing,I was charged a fee that was not clearly disclosed.,negative,medium,resolved,website
349,3,2026-07-12,billing,There is an incorrect charge on my account.,negative,medium,open,hotline
350,13,2025-04-21,service,I have been waiting too long for a response from the company.,negative,low,resolved,branch
351,6,2025-08-18,service,I could not get a clear answer regarding the service I requested.,negative,medium,dismissed,branch
352,1,2026-05-17,insurance,The company has not responded to my insurance complaint.,negative,low,open,social_media
353,10,2025-02-02,fraud,I noticed a transaction that I do not recognize on my account.,negative,medium,open,website
354,7,2025-11-03,insurance,The company has not responded to my insurance complaint.,negative,low,resolved,social_media
355,9,2025-07-14,service,Customer service did not resolve my issue despite several calls.,negative,low,open,website
356,9,2026-08-25,payment,The payment process failed several times even though my account had sufficient funds.,negative,medium,resolved,website
357,8,2025-10-05,payment,I was charged after the payment had already been completed.,negative,medium,resolved,hotline
358,9,2025-10-28,insurance,The claim was rejected and I was not given a sufficient explanation.,negative,low,resolved,hotline
359,19,2025-02-18,loan,The company contacted me repeatedly about a payment that I already made.,negative,high,open,hotline
360,15,2025-01-05,payment,The company has not reflected my recent payment correctly.,negative,low,resolved,hotline
361,20,2026-07-27,billing,The invoice contains an amount that I did not authorize.,negative,medium,open,hotline
362,14,2026-06-02,loan,I was charged an unexpected fee on my loan and customer service did not explain the charge.,negative,low,resolved,hotline
363,8,2026-05-07,insurance,I was charged a premium that does not match the information in my policy.,negative,low,dismissed,branch
364,6,2026-08-24,loan,I requested a copy of my loan agreement but have not received it. My problem was solved and I received a clear explanation.,positive,medium,resolved,website
365,18,2025-09-02,billing,I was billed twice for the same service. My problem was solved and I received a clear explanation.,positive,low,resolved,hotline
366,16,2025-02-08,payment,I was charged after the payment had already been completed. Please provide information about the status of my request.,neutral,medium,open,hotline
367,17,2026-05-27,loan,I was charged an unexpected fee on my loan and customer service did not explain the charge. Please provide information about the status of my request.,neutral,medium,resolved,hotline
368,10,2026-08-26,payment,I was charged after the payment had already been completed.,negative,medium,resolved,hotline
369,5,2025-09-04,insurance,The settlement amount for my claim appears incorrect.,negative,medium,open,website
370,2,2025-12-25,payment,My payment was deducted but the system still shows the amount as unpaid. I am requesting an update regarding my case.,neutral,medium,open,website
371,14,2025-04-24,billing,I was charged a fee that was not clearly disclosed.,negative,medium,resolved,hotline
372,1,2025-07-12,loan,The company contacted me repeatedly about a payment that I already made. My problem was solved and I received a clear explanation.,positive,low,open,website
373,17,2025-04-09,loan,The company contacted me repeatedly about a payment that I already made.,negative,medium,resolved,hotline
374,12,2026-02-09,fraud,I reported a suspicious transaction but have not received a response.,negative,high,dismissed,hotline
375,14,2025-05-27,fraud,Someone appears to have used my account without authorization. Please provide information about the status of my request.,neutral,low,resolved,website
376,16,2026-01-02,payment,The company has not reflected my recent payment correctly.,negative,medium,open,social_media
377,8,2026-03-09,loan,I requested a copy of my loan agreement but have not received it.,negative,medium,resolved,website
378,20,2026-07-20,service,My request was closed without solving the problem.,negative,medium,resolved,hotline
379,6,2026-01-19,loan,I was charged an unexpected fee on my loan and customer service did not explain the charge.,negative,low,open,branch
380,19,2025-12-09,loan,I requested a copy of my loan agreement but have not received it. Customer service handled my request professionally.,positive,low,resolved,branch
381,18,2026-01-14,payment,I was charged after the payment had already been completed.,negative,high,open,branch
382,15,2025-07-21,payment,I was charged after the payment had already been completed.,negative,low,resolved,branch
383,2,2026-07-14,fraud,I noticed a transaction that I do not recognize on my account.,negative,high,resolved,branch
384,20,2025-03-22,billing,The invoice contains an amount that I did not authorize. Please provide information about the status of my request.,neutral,medium,resolved,website
385,9,2026-02-11,service,I have been waiting too long for a response from the company.,negative,medium,resolved,social_media
386,7,2025-09-19,payment,My payment was deducted but the system still shows the amount as unpaid.,negative,high,open,branch
387,20,2025-07-11,payment,A payment was delayed and this caused an additional fee.,negative,medium,resolved,branch
388,1,2025-02-12,insurance,The claim was rejected and I was not given a sufficient explanation.,negative,medium,resolved,branch
389,20,2025-06-17,loan,I was charged an unexpected fee on my loan and customer service did not explain the charge.,negative,high,open,hotline
390,19,2026-04-28,service,My request was closed without solving the problem.,negative,high,open,hotline
391,19,2026-01-11,service,The branch staff gave me conflicting information about my account. I am requesting an update regarding my case.,neutral,low,open,website
392,19,2025-05-04,service,The branch staff gave me conflicting information about my account. I would like clarification about this transaction.,neutral,high,open,hotline
393,1,2026-07-23,service,My request was closed without solving the problem.,negative,medium,resolved,branch
394,14,2026-03-26,billing,The invoice contains an amount that I did not authorize.,negative,low,open,hotline
395,15,2026-02-07,service,Customer service did not resolve my issue despite several calls.,negative,medium,resolved,website
396,20,2025-01-17,insurance,The claim was rejected and I was not given a sufficient explanation. The issue was resolved quickly and the staff were helpful.,positive,medium,open,branch
397,2,2025-07-23,payment,I was charged after the payment had already been completed. The issue was resolved quickly and the staff were helpful.,positive,low,resolved,branch
398,7,2025-06-15,insurance,The claim was rejected and I was not given a sufficient explanation.,negative,medium,resolved,branch
399,11,2025-04-18,billing,The invoice contains an amount that I did not authorize.,negative,high,open,website
400,19,2025-03-14,billing,I was billed twice for the same service.,negative,low,dismissed,website
401,1,2026-08-18,billing,There is an incorrect charge on my account.,negative,low,open,website
402,10,2025-01-25,billing,The invoice contains an amount that I did not authorize. I am requesting an update regarding my case.,neutral,low,resolved,hotline
403,13,2026-02-24,service,Customer service did not resolve my issue despite several calls.,negative,high,resolved,social_media
404,9,2025-02-23,payment,The payment process failed several times even though my account had sufficient funds. Please provide information about the status of my request.,neutral,high,open,website
405,18,2026-01-14,loan,My installment amount appears different from the amount agreed in the contract.,negative,high,resolved,hotline
406,9,2025-07-31,service,The branch staff gave me conflicting information about my account.,negative,medium,resolved,website
407,13,2026-01-01,loan,The loan application has been delayed for several weeks and I have not received a clear explanation. I would like clarification about this transaction.,neutral,medium,open,website
408,5,2025-11-27,loan,I was charged an unexpected fee on my loan and customer service did not explain the charge.,negative,medium,resolved,hotline
409,16,2026-01-22,loan,I was charged an unexpected fee on my loan and customer service did not explain the charge. I would like clarification about this transaction.,neutral,medium,dismissed,branch
410,10,2026-01-25,service,The branch staff gave me conflicting information about my account.,negative,low,resolved,social_media
411,11,2026-03-21,service,Customer service did not resolve my issue despite several calls. I am requesting an update regarding my case.,neutral,medium,resolved,hotline
412,11,2026-06-14,billing,I was billed twice for the same service.,negative,medium,open,hotline
413,2,2025-03-29,service,The branch staff gave me conflicting information about my account.,negative,low,resolved,branch
414,4,2025-12-07,insurance,My insurance claim has been pending for a long time without a clear update. Please provide information about the status of my request.,neutral,low,resolved,social_media
415,16,2026-08-19,service,Customer service did not resolve my issue despite several calls.,negative,medium,resolved,hotline
416,19,2025-10-04,loan,The company contacted me repeatedly about a payment that I already made.,negative,high,resolved,hotline
417,20,2025-06-26,payment,I was charged after the payment had already been completed.,negative,high,dismissed,branch
418,10,2025-02-08,insurance,My insurance claim has been pending for a long time without a clear update.,negative,high,open,hotline
419,9,2026-04-02,payment,The payment process failed several times even though my account had sufficient funds. I would like clarification about this transaction.,neutral,low,resolved,website
420,15,2026-08-20,billing,I was charged a fee that was not clearly disclosed. I would like clarification about this transaction.,neutral,low,resolved,hotline
421,2,2025-08-23,service,I could not get a clear answer regarding the service I requested.,negative,low,open,website
422,10,2026-06-24,payment,The payment process failed several times even though my account had sufficient funds.,negative,low,open,branch
423,11,2025-05-17,insurance,I was charged a premium that does not match the information in my policy.,negative,medium,resolved,social_media
424,15,2025-12-20,fraud,I noticed a transaction that I do not recognize on my account.,negative,high,resolved,website
425,19,2025-11-13,service,Customer service did not resolve my issue despite several calls.,negative,medium,open,hotline
426,7,2025-11-10,loan,I was charged an unexpected fee on my loan and customer service did not explain the charge.,negative,low,resolved,hotline
427,17,2025-07-26,payment,My payment was deducted but the system still shows the amount as unpaid.,negative,medium,open,branch
428,11,2026-05-20,billing,A payment was recorded incorrectly on my account. Please provide information about the status of my request.,neutral,medium,resolved,hotline
429,16,2026-03-05,insurance,The company has not responded to my insurance complaint.,negative,medium,resolved,website
430,15,2025-07-13,service,My request was closed without solving the problem.,negative,medium,open,website
431,8,2025-02-18,payment,The company has not reflected my recent payment correctly.,negative,medium,resolved,branch
432,13,2025-11-19,service,My request was closed without solving the problem. I would like clarification about this transaction.,neutral,low,dismissed,website
433,19,2026-04-24,loan,My installment amount appears different from the amount agreed in the contract.,negative,medium,resolved,website
434,11,2026-05-19,payment,A payment was delayed and this caused an additional fee. I am requesting an update regarding my case.,neutral,low,resolved,website
435,15,2026-04-25,loan,I requested a copy of my loan agreement but have not received it. Please provide information about the status of my request.,neutral,low,resolved,branch
436,20,2025-08-08,loan,The company contacted me repeatedly about a payment that I already made.,negative,medium,resolved,hotline
437,6,2026-05-05,fraud,I noticed a transaction that I do not recognize on my account.,negative,high,resolved,hotline
438,5,2025-02-28,service,I have been waiting too long for a response from the company.,negative,medium,resolved,branch
439,8,2026-08-16,billing,I was billed twice for the same service.,negative,high,resolved,website
440,2,2026-05-20,loan,My installment amount appears different from the amount agreed in the contract. Please provide information about the status of my request.,neutral,high,resolved,branch
441,15,2026-01-13,billing,The invoice contains an amount that I did not authorize.,negative,medium,open,website
442,14,2025-12-06,insurance,The company has not responded to my insurance complaint. Please provide information about the status of my request.,neutral,medium,resolved,hotline
443,5,2026-02-09,fraud,I noticed a transaction that I do not recognize on my account.,negative,medium,open,website
444,3,2026-05-19,payment,The company has not reflected my recent payment correctly.,negative,medium,open,social_media
445,8,2026-07-04,fraud,I believe my account information may have been compromised. Please provide information about the status of my request.,neutral,medium,resolved,hotline
446,16,2025-12-31,payment,The company has not reflected my recent payment correctly.,negative,medium,resolved,social_media
447,3,2026-05-23,billing,I was charged a fee that was not clearly disclosed.,negative,high,resolved,hotline
448,16,2026-03-18,insurance,The claim was rejected and I was not given a sufficient explanation.,negative,medium,open,branch
449,3,2025-01-19,payment,I was charged after the payment had already been completed. Please provide information about the status of my request.,neutral,low,open,hotline
450,11,2026-06-24,billing,I was charged a fee that was not clearly disclosed.,negative,low,resolved,social_media
451,5,2025-01-14,billing,I was charged a fee that was not clearly disclosed. Customer service handled my request professionally.,positive,low,resolved,hotline
452,11,2025-10-04,payment,I was charged after the payment had already been completed.,negative,medium,resolved,social_media
453,12,2025-03-05,service,Customer service did not resolve my issue despite several calls.,negative,high,open,hotline
454,7,2026-03-10,billing,A payment was recorded incorrectly on my account.,negative,medium,resolved,social_media
455,20,2025-08-10,billing,There is an incorrect charge on my account.,negative,medium,resolved,hotline
456,6,2026-03-14,service,I have been waiting too long for a response from the company.,negative,low,resolved,website
457,11,2025-12-06,billing,The invoice contains an amount that I did not authorize.,negative,low,resolved,website
458,20,2025-06-30,insurance,I was charged a premium that does not match the information in my policy.,negative,high,resolved,website
459,9,2025-07-26,payment,The company has not reflected my recent payment correctly.,negative,medium,resolved,hotline
460,14,2026-05-09,insurance,The settlement amount for my claim appears incorrect. The issue was resolved quickly and the staff were helpful.,positive,low,resolved,branch
461,11,2026-07-18,fraud,There are unauthorized charges on my account.,negative,high,open,social_media
462,15,2025-12-26,loan,My installment amount appears different from the amount agreed in the contract. The issue was resolved quickly and the staff were helpful.,positive,medium,resolved,website
463,11,2025-01-13,insurance,The settlement amount for my claim appears incorrect.,negative,low,open,branch
464,4,2026-04-16,insurance,The company has not responded to my insurance complaint.,negative,medium,resolved,website
465,2,2026-02-28,payment,A payment was delayed and this caused an additional fee.,negative,high,open,hotline
466,14,2026-05-05,insurance,The company has not responded to my insurance complaint.,negative,medium,open,branch
467,10,2026-02-03,insurance,The claim was rejected and I was not given a sufficient explanation.,negative,medium,resolved,hotline
468,10,2025-07-20,insurance,The settlement amount for my claim appears incorrect. The issue was resolved quickly and the staff were helpful.,positive,medium,open,branch
469,12,2025-07-06,service,The branch staff gave me conflicting information about my account.,negative,low,resolved,website
470,8,2026-08-30,loan,The loan application has been delayed for several weeks and I have not received a clear explanation. Please provide information about the status of my request.,neutral,medium,resolved,branch
471,4,2026-03-27,payment,My payment was deducted but the system still shows the amount as unpaid. I would like clarification about this transaction.,neutral,low,resolved,website
472,3,2025-01-06,loan,I was charged an unexpected fee on my loan and customer service did not explain the charge. I am requesting an update regarding my case.,neutral,medium,resolved,branch
473,14,2025-09-12,insurance,The claim was rejected and I was not given a sufficient explanation.,negative,low,resolved,hotline
474,5,2026-01-18,loan,The loan application has been delayed for several weeks and I have not received a clear explanation.,negative,low,resolved,branch
475,4,2025-09-30,loan,I was charged an unexpected fee on my loan and customer service did not explain the charge. I am requesting an update regarding my case.,neutral,low,open,hotline
476,8,2026-05-12,payment,I was charged after the payment had already been completed. My problem was solved and I received a clear explanation.,positive,low,dismissed,branch
477,16,2025-08-26,billing,I was billed twice for the same service.,negative,medium,dismissed,branch
478,18,2025-06-29,loan,The company contacted me repeatedly about a payment that I already made. I would like clarification about this transaction.,neutral,medium,open,hotline
479,10,2026-01-02,fraud,I believe my account information may have been compromised.,negative,medium,resolved,branch
480,1,2025-03-13,fraud,I reported a suspicious transaction but have not received a response.,negative,medium,open,hotline
481,12,2026-02-20,service,I have been waiting too long for a response from the company.,negative,medium,open,hotline
482,8,2025-08-15,payment,The payment process failed several times even though my account had sufficient funds.,negative,medium,resolved,website
483,19,2025-09-30,insurance,My insurance claim has been pending for a long time without a clear update.,negative,low,open,hotline
484,6,2025-06-26,billing,A payment was recorded incorrectly on my account. I would like clarification about this transaction.,neutral,medium,resolved,branch
485,11,2026-05-09,insurance,The settlement amount for my claim appears incorrect.,negative,medium,resolved,hotline
486,19,2026-09-01,insurance,I was charged a premium that does not match the information in my policy.,negative,medium,resolved,website
487,12,2026-04-17,loan,I was charged an unexpected fee on my loan and customer service did not explain the charge. My problem was solved and I received a clear explanation.,positive,low,open,hotline
488,14,2025-12-26,service,I have been waiting too long for a response from the company.,negative,low,open,social_media
489,10,2025-04-15,loan,The company contacted me repeatedly about a payment that I already made.,negative,high,resolved,branch
490,12,2025-07-02,service,I have been waiting too long for a response from the company. Please provide information about the status of my request.,neutral,medium,dismissed,branch
491,16,2026-04-14,insurance,My insurance claim has been pending for a long time without a clear update. I would like clarification about this transaction.,neutral,low,resolved,hotline
492,1,2025-03-11,loan,The company contacted me repeatedly about a payment that I already made.,negative,low,resolved,branch
493,17,2025-07-11,loan,I requested a copy of my loan agreement but have not received it. I would like clarification about this transaction.,neutral,high,resolved,hotline
494,3,2025-01-05,service,I have been waiting too long for a response from the company.,negative,low,resolved,hotline
495,13,2026-05-29,loan,The company contacted me repeatedly about a payment that I already made.,negative,high,open,website
496,1,2026-03-21,billing,The invoice contains an amount that I did not authorize.,negative,medium,open,website
497,9,2026-08-11,loan,I was charged an unexpected fee on my loan and customer service did not explain the charge.,negative,medium,open,website
498,1,2026-02-09,service,My request was closed without solving the problem.,negative,low,resolved,branch
499,15,2026-08-25,payment,A payment was delayed and this caused an additional fee.,negative,medium,resolved,branch
500,13,2025-03-13,loan,The loan application has been delayed for several weeks and I have not received a clear explanation.,negative,high,resolved,website
501,15,2026-07-24,payment,A payment was delayed and this caused an additional fee. I would like clarification about this transaction.,neutral,low,dismissed,website
502,17,2026-03-24,service,I have been waiting too long for a response from the company.,negative,medium,resolved,website
503,18,2025-01-19,payment,My payment was deducted but the system still shows the amount as unpaid. Customer service handled my request professionally.,positive,low,resolved,website
504,11,2026-03-08,loan,My installment amount appears different from the amount agreed in the contract.,negative,medium,resolved,branch
505,12,2025-06-13,payment,I was charged after the payment had already been completed.,negative,high,dismissed,branch
506,13,2025-07-09,service,My request was closed without solving the problem.,negative,medium,open,website
507,4,2025-06-20,service,I could not get a clear answer regarding the service I requested.,negative,medium,open,branch
508,9,2026-04-03,insurance,The claim was rejected and I was not given a sufficient explanation. I would like clarification about this transaction.,neutral,low,open,website
509,6,2026-03-29,service,My request was closed without solving the problem. I would like clarification about this transaction.,neutral,medium,resolved,website
510,6,2025-05-26,payment,I was charged after the payment had already been completed.,negative,medium,dismissed,website
511,15,2025-04-16,service,Customer service did not resolve my issue despite several calls.,negative,medium,open,website
512,11,2026-05-19,fraud,There are unauthorized charges on my account.,negative,medium,open,social_media
513,6,2026-05-30,service,Customer service did not resolve my issue despite several calls.,negative,medium,open,social_media
514,9,2025-05-05,billing,There is an incorrect charge on my account.,negative,medium,open,website
515,15,2026-01-03,service,I could not get a clear answer regarding the service I requested.,negative,medium,open,website
516,15,2025-11-30,fraud,Someone appears to have used my account without authorization.,negative,high,open,website
517,3,2026-05-18,billing,I was billed twice for the same service.,negative,low,resolved,social_media
518,17,2026-06-14,insurance,The claim was rejected and I was not given a sufficient explanation. Customer service handled my request professionally.,positive,medium,open,branch
519,3,2025-03-17,loan,I was charged an unexpected fee on my loan and customer service did not explain the charge. The issue was resolved quickly and the staff were helpful.,positive,low,open,website
520,13,2026-07-29,billing,I was billed twice for the same service.,negative,medium,resolved,hotline
521,8,2026-06-04,loan,The company contacted me repeatedly about a payment that I already made. I am requesting an update regarding my case.,neutral,low,open,website
522,5,2026-02-04,loan,I requested a copy of my loan agreement but have not received it.,negative,medium,resolved,website
523,14,2026-03-12,fraud,I believe my account information may have been compromised. I am requesting an update regarding my case.,neutral,low,open,branch
524,19,2025-06-13,insurance,The settlement amount for my claim appears incorrect. I would like clarification about this transaction.,neutral,high,resolved,hotline
525,2,2026-03-03,service,I have been waiting too long for a response from the company.,negative,low,resolved,hotline
526,4,2025-04-26,payment,The company has not reflected my recent payment correctly.,negative,low,open,hotline
527,15,2026-08-10,fraud,There are unauthorized charges on my account.,negative,high,resolved,website
528,5,2025-05-15,loan,I requested a copy of my loan agreement but have not received it.,negative,low,dismissed,website
529,4,2025-07-06,payment,A payment was delayed and this caused an additional fee.,negative,high,open,branch
530,20,2025-09-02,service,I have been waiting too long for a response from the company.,negative,medium,resolved,website
531,11,2026-08-30,insurance,I was charged a premium that does not match the information in my policy.,negative,medium,open,hotline
532,17,2025-04-18,payment,The company has not reflected my recent payment correctly.,negative,medium,resolved,hotline
533,19,2025-07-01,loan,I was charged an unexpected fee on my loan and customer service did not explain the charge.,negative,high,open,hotline
534,2,2026-01-16,fraud,Someone appears to have used my account without authorization.,negative,high,open,hotline
535,10,2025-08-25,billing,There is an incorrect charge on my account.,negative,medium,open,website
536,20,2025-03-14,fraud,I reported a suspicious transaction but have not received a response. Please provide information about the status of my request.,neutral,low,resolved,branch
537,12,2025-11-17,loan,I was charged an unexpected fee on my loan and customer service did not explain the charge.,negative,low,open,hotline
538,19,2025-06-05,service,The branch staff gave me conflicting information about my account.,negative,high,resolved,hotline
539,20,2025-05-08,billing,I was charged a fee that was not clearly disclosed.,negative,low,resolved,branch
540,12,2025-04-06,loan,I requested a copy of my loan agreement but have not received it. Customer service handled my request professionally.,positive,low,resolved,social_media
541,1,2026-03-28,payment,The company has not reflected my recent payment correctly. My problem was solved and I received a clear explanation.,positive,low,resolved,website
542,8,2026-06-11,loan,I requested a copy of my loan agreement but have not received it.,negative,medium,resolved,branch
543,12,2025-07-25,payment,The company has not reflected my recent payment correctly.,negative,low,resolved,hotline
544,15,2025-09-08,payment,I was charged after the payment had already been completed.,negative,medium,open,website
545,20,2026-05-23,billing,There is an incorrect charge on my account.,negative,high,resolved,hotline
546,8,2025-02-23,loan,I requested a copy of my loan agreement but have not received it.,negative,low,resolved,social_media
547,16,2025-11-22,payment,A payment was delayed and this caused an additional fee. Please provide information about the status of my request.,neutral,low,open,branch
548,8,2025-07-31,insurance,I was charged a premium that does not match the information in my policy.,negative,medium,resolved,website
549,13,2025-07-07,insurance,The company has not responded to my insurance complaint.,negative,high,open,hotline
550,20,2025-01-26,service,My request was closed without solving the problem. I would like clarification about this transaction.,neutral,low,resolved,branch
551,11,2026-03-15,insurance,My insurance claim has been pending for a long time without a clear update.,negative,low,open,hotline
552,14,2026-01-04,loan,I was charged an unexpected fee on my loan and customer service did not explain the charge. Please provide information about the status of my request.,neutral,low,open,branch
553,10,2025-12-25,loan,My installment amount appears different from the amount agreed in the contract. I would like clarification about this transaction.,neutral,low,resolved,website
554,4,2025-09-26,loan,I was charged an unexpected fee on my loan and customer service did not explain the charge. I would like clarification about this transaction.,neutral,high,resolved,hotline
555,20,2025-08-03,billing,The invoice contains an amount that I did not authorize. My problem was solved and I received a clear explanation.,positive,low,resolved,social_media
556,13,2025-06-13,loan,I requested a copy of my loan agreement but have not received it.,negative,medium,resolved,branch
557,14,2025-08-05,loan,I requested a copy of my loan agreement but have not received it. Customer service handled my request professionally.,positive,low,resolved,website
558,19,2025-03-28,loan,My installment amount appears different from the amount agreed in the contract.,negative,medium,resolved,website
559,10,2025-11-02,fraud,I noticed a transaction that I do not recognize on my account. The issue was resolved quickly and the staff were helpful.,positive,low,open,branch
560,6,2026-03-03,payment,My payment was deducted but the system still shows the amount as unpaid.,negative,medium,open,hotline
561,4,2025-10-10,billing,I was billed twice for the same service. I would like clarification about this transaction.,neutral,low,open,website
562,14,2025-09-17,loan,I requested a copy of my loan agreement but have not received it.,negative,low,open,branch
563,5,2025-03-07,loan,I was charged an unexpected fee on my loan and customer service did not explain the charge.,negative,medium,open,branch
564,12,2026-08-22,payment,The company has not reflected my recent payment correctly. I am requesting an update regarding my case.,neutral,low,resolved,branch
565,13,2025-12-23,service,I could not get a clear answer regarding the service I requested.,negative,medium,resolved,hotline
566,10,2026-06-25,service,My request was closed without solving the problem. Please provide information about the status of my request.,neutral,low,dismissed,website
567,1,2025-09-16,billing,I was charged a fee that was not clearly disclosed.,negative,medium,resolved,website
568,7,2026-08-03,payment,The company has not reflected my recent payment correctly. Please provide information about the status of my request.,neutral,low,open,hotline
